Financial Year,Date,Transaction ID,Supplier,Amount,Description,Category,Category Confidence,Deduction Type,Claimable Amount,Fully Deductible,R&D Candidate,R&D Confidence,R&D Reasoning,FBT Risk,Div7A Risk,Requires Documentation,Compliance Notes
FY2024-25,2024-09-13,4fbaf380-2163-4938-9b19-60c9b974fcf5,Phil Wolffe - Armour IT Australia,279.98,Invoice 0023,Professional Services,85,Section 8-1 ITAA 1997 - general deduction,279.98,Yes,No,95,"The transaction description 'Invoice 0023' and 'Stripe Fee' do not contain any evidence of technical uncertainty, systematic investigation, generation",No,No,Yes,
FY2024-25,2024-09-13,0efd3ada-e06b-4c0e-956d-1e703e1b23fc,Phil Woffle,4.98,INV-0023,Uncategorized,50,Section 8-1 ITAA 1997 - general deduction,4.98,Yes,No,5,The transaction description 'INV-0023' from 'Phil Woffle' does not contain any information to suggest that it is related to R&D activities. There is n,No,No,Yes,
FY2024-25,2024-09-13,d7849de8-2e54-4d87-a0a7-49285ce7d39a,Phil Woffle,4.98,INV-0023,Uncategorized,50,Section 8-1 ITAA 1997 - general deduction,4.98,Yes,No,5,The transaction description 'INV-0023' from 'Phil Woffle' does not contain any information to suggest that it is related to R&D activities. There is n,No,No,Yes,
FY2024-25,2024-07-01,71f7c196-2ef3-4ba6-9a08-b9b2bd00a5a1,Bubble,49.81,,Software,80,Section 8-1 ITAA 1997 - general deduction,49.81,Yes,No,60,The transaction description 'from Bubble' does not provide sufficient evidence to suggest that the expense relates to core or supporting R&D activitie,No,No,Yes,
FY2024-25,2024-09-06,c0913941-e0b3-4bf3-88a4-cf92940a6821,Synthesia,46.05,,Software,90,Section 8-1 ITAA 1997 - general deduction,46.05,Yes,No,60,The transaction description 'from Synthesia' does not provide any evidence of R&D activities as defined under Division 355 of ITAA 1997. There is no i,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for t
FY2024-25,2024-07-18,1d386927-666e-4711-a656-dda6da0554d8,Goggle One,2.49,,Software,70,Section 8-1 ITAA 1997 - general deduction,2.49,Yes,No,50,"The transaction description 'from Goggle One' does not provide sufficient evidence of R&D activities. There is no indication of technical uncertainty,",No,No,Yes,
FY2024-25,2024-09-13,9d006167-fbc6-4705-b0e9-10a44be361fb,Phil Wolffe - Armour IT Australia,275,CARSI MEMBERSHIP - FOUNDATION - ISSUING TO ARMOUR IT AUSTRALIA,Professional Services,85,Section 8-1 ITAA 1997 - general deduction,275,Yes,No,60,"The transaction relates to a 'CARSI MEMBERSHIP - FOUNDATION'. There is no indication of technical uncertainty, systematic investigation, generation of",No,No,Yes,Ensure the membership is directly related to the business's income-producing activities to satisfy s 8-1 ITAA 1997.
FY2023-24,2023-07-31,eb00e731-5a0b-44dc-a369-020b09a1dc06,Westpac,24.84,,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,24.84,Yes,No,95,The transaction description 'from Westpac' does not contain any information suggesting R&D activities. It appears to be a standard banking transaction,No,No,Yes,
FY2023-24,2023-08-31,01bc0111-e571-42fc-a8d3-f8a22261dcba,Westpac,20.63,,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,20.63,Yes,No,100,"The transaction description 'from Westpac' does not contain any information suggesting R&D activities. Therefore, it does not meet the criteria for Di",No,No,Yes,Requires receipt from Westpac to verify the nature of the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2023-24,2023-07-18,672f73dc-93b2-49b9-818b-b229aafdddcb,PLANNERVID,40.98,,Software,60,Section 8-1 ITAA 1997 - general deduction,40.98,Yes,No,5,The transaction description 'from PLANNERVID' does not provide any evidence of R&D activities as defined in Division 355 of ITAA 1997. There is no ind,No,No,Yes,
FY2023-24,2023-07-20,5f4c65c2-104d-4fc2-b986-1b0b4f62e6e3,,5000,Bank Transfer from Westpac AU 034130305254.,Unknown,50,Section 8-1 ITAA 1997 - general deduction,0,No,No,5,The transaction description 'Bank Transfer from Westpac AU 034130305254' provides no information to suggest that it relates to any R&D activities. The,No,No,Yes,Requires documentation to determine the nature of the expense and its deductibility under s 8-1 ITAA 1997.
FY2024-25,2024-08-12,1b29aa59-b2fa-4f8c-9776-f89f3874100d,Mailchimp,30.9,,Marketing,90,Section 8-1 ITAA 1997 - general deduction,30.9,Yes,No,95,The transaction description 'from Mailchimp' does not provide any evidence of R&D activities as defined under Division 355 of the ITAA 1997. Mailchimp,No,No,Yes,
FY2024-25,2024-08-27,6b3f2b56-8a0c-4d47-b6bc-d982c9ada2e9,,2000,Bank Transfer from Westpac AU 034130305254.,Unknown,50,Section 8-1,0,No,No,20,The transaction description 'Bank Transfer from Westpac AU 034130305254' provides no information to suggest that it relates to any R&D activities. The,No,No,Yes,Requires additional documentation to determine the nature of the expense and its deductibility under s 8-1 ITAA 1997.
FY2023-24,2023-07-24,58243805-0663-4767-95f1-32027a03bed5,Primeau,9.99,,Unknown,50,Section 8-1 ITAA 1997 - general deduction,9.99,Yes,No,5,The transaction description 'from Primeau' does not provide any information to suggest that it is related to R&D activities as defined in Division 355,No,No,Yes,Need receipt to confirm nature of expense to determine deductibility under s 8-1 ITAA 1997. The description 'from Primeau' is insufficient.
FY2023-24,2023-08-03,c150a491-917a-4c8e-8025-2f62aeae5a59,ATO,566,,Taxation,95,Section 8-1 ITAA 1997 - general deduction,566,Yes,No,90,"The transaction description 'from ATO' does not provide any evidence of R&D activities. There is no indication of technical uncertainty, systematic in",No,No,Yes,
FY2023-24,2023-08-21,47ed96de-1ce0-448f-be63-082dfb99c13f,Canva,57,,Software,75,Section 8-1,57,Yes,No,90,The transaction 'from Canva' does not provide any evidence of R&D activities as defined in Division 355 of ITAA 1997. There is no indication of techni,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 - general deduction. The expense 'from Canva' is deductible to the extent it was incurred in gaining or producing assessable income or nec
FY2023-24,2023-08-21,e3d5ce27-7f0d-4c55-9d62-48d0b4aef23c,Go Daddy,35.67,,Software,85,Section 8-1 ITAA 1997 - general deduction,35.67,Yes,No,95,The transaction description 'from Go Daddy' does not provide any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is n,No,No,Yes,
FY2023-24,2023-08-21,8bd72751-0051-4212-9b07-45f379700a8a,Zoom,24.63,,Software,95,Section 8-1 ITAA 1997 - general deduction,24.63,Yes,No,90,The transaction relates to a Zoom subscription. There is no indication of R&D activity based on the provided information. Routine software subscriptio,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for t
FY2023-24,2023-09-18,06acfc0d-ad9c-4789-8c12-91fd2203d361,Biteable,828,,Marketing,85,Section 8-1 ITAA 1997 - general deduction,828,Yes,No,60,The transaction description 'from Biteable' does not provide any evidence of R&D activities as defined in Division 355 of ITAA 1997. There is no indic,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2023-24,2023-09-18,e0df2d58-47b1-49a6-bbe3-e96bb89c4c7e,PLANNERVID,43.27,,Software,60,Section 8-1 ITAA 1997 - general deduction,43.27,Yes,No,5,The transaction description 'from PLANNERVID' does not provide any evidence of R&D activities as defined in Division 355 of ITAA 1997. There is no ind,No,No,Yes,
FY2024-25,2024-07-16,fe4e555e-87e9-466d-8a97-e25900f0116c,Go Daddy,365.99,,Software,95,Section 8-1 ITAA 1997 - general deduction,365.99,Yes,No,90,The transaction description 'from Go Daddy' does not provide any evidence of R&D activities as defined under Division 355 of ITAA 1997. There is no in,No,No,Yes,Receipt from Go Daddy required to substantiate the expense. s 8-1 ITAA 1997 - general deduction: An expense is deductible if it is incurred in gaining or producing assessable income or is necessarily 
FY2024-25,2024-07-23,73908ab0-9b20-4e07-9b3c-56be54002ebf,ChatGPT,33.9,,Software,70,Section 8-1,33.9,Yes,No,60,The transaction description 'from ChatGPT' does not provide sufficient evidence to suggest that the payment relates to R&D activities as defined in Di,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 - general deduction: The expense must be incurred in gaining or producing assessable income or necessarily incurred in carrying on a busin
FY2024-25,2024-07-24,190fe9e8-f86f-42a6-b27f-e6f9a849edbf,,1000,Bank Transfer from Westpac AU 034130305254.,Unknown,50,Section 8-1 ITAA 1997 - general deduction,0,No,No,5,The transaction description 'Bank Transfer from Westpac AU 034130305254' provides no information to suggest that this payment relates to any R&D activ,No,No,Yes,Requires documentation to determine the nature of the expense and its deductibility under s 8-1 ITAA 1997.
FY2024-25,2024-08-06,e49f7ca7-8073-43a4-8127-38f291a52525,Pateron,8.89,,Marketing,75,Section 8-1 ITAA 1997 - general deduction,8.89,Yes,No,5,The transaction description 'from Pateron' does not provide any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is no,No,No,Yes,Ensure the subscription relates to the business's income-producing activities to satisfy s 8-1 ITAA 1997.
FY2024-25,2024-08-29,c92f63af-a1b8-4f9e-84b4-ba11282795a1,Go Daddy,365.54,,Software,85,Section 8-1 ITAA 1997 - general deduction,365.54,Yes,No,95,The transaction description 'from Go Daddy' does not provide any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is n,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2024-25,2024-08-30,a960eb8f-32a7-49ef-8107-df751b75863f,Go Daddy,130.18,,Software,85,Section 8-1 ITAA 1997 - general deduction,130.18,Yes,No,95,The transaction description 'from Go Daddy' does not contain any evidence of R&D activities as defined in Division 355 of the ITAA 1997. There is no i,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for t
FY2024-25,2024-07-24,e5d41778-33fe-4321-9395-ee66ec92970b,,1000,Bank Transfer to Westpac AU 034130305246.,Unclassified,50,s 8-1 ITAA 1997 - general deduction,0,No,No,5,The transaction description 'Bank Transfer to Westpac AU 034130305246' does not contain any information to suggest that it is related to R&D activitie,No,No,Yes,Requires documentation to determine the nature of the expense and its deductibility under s 8-1 ITAA 1997.
FY2023-24,2023-09-22,a68e2fbb-2805-4e46-a03f-1d11b7ae1de0,Microsoft,139,,Software,80,Section 8-1 ITAA 1997 - general deduction,139,Yes,No,60,The transaction description 'from Microsoft' does not provide any evidence of R&D activities. It is likely a purchase of software or a subscription se,No,No,Yes,
FY2023-24,2023-09-25,6d5f9c4c-2c90-4178-a3a0-8fb054d85d14,ChatGPT,35.49,Order number: sub_1MoRsWC6h1nxGoI3nysj9D1d ,Software,75,Section 8-1 ITAA 1997 - general deduction,35.49,Yes,No,60,The transaction description 'from ChatGPT - Order number: sub_1MoRsWC6h1nxGoI3nysj9D1d' does not provide sufficient evidence to suggest that this purc,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2024-25,2024-09-10,d1d57649-a9d6-42b1-9c55-245879998f70,Mailchimp,30.19,,Marketing,95,Section 8-1 ITAA 1997 - general deduction,30.19,Yes,No,90,The transaction description 'from Mailchimp' does not provide any evidence of R&D activities as defined in Division 355 of the ITAA 1997. There is no ,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for t
FY2024-25,2024-08-12,b77f6a9b-c490-4203-b407-6ff1246258e5,HARBORSEO.AI DEERPARK IND IRL,49.66,International purchase,Professional Services,70,Section 8-1 ITAA 1997 - general deduction,49.66,Yes,No,60,"The transaction description 'from HARBORSEO.AI DEERPARK IND IRL - International purchase' lacks specific details indicating technical uncertainty, sys",No,No,Yes,
FY2024-25,2024-09-10,71211d48-0af4-49dc-9054-ce16a069c285,HARBORSEO.AI DEERPARK IND IRL,49.68,International purchase,Software,75,Section 8-1 ITAA 1997 - general deduction,49.68,Yes,No,60,The transaction description 'from HARBORSEO.AI DEERPARK IND IRL - International purchase' does not contain sufficient information to suggest that it m,No,No,Yes,Requires invoice/receipt to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2023-24,2023-09-27,879a8d3b-5a38-42b1-a16d-9427b77f6f5d,Fiverr,21.35,,Professional Services,70,Section 8-1,21.35,Yes,No,60,"The transaction description 'from Fiverr' lacks specific details to suggest R&D activity. There is no evidence of technical uncertainty, systematic in",No,No,Yes,Requires receipt from Fiverr to substantiate the expense. s 8-1 ITAA 1997 - general deduction: A loss or outgoing is deductible to the extent that it is incurred in gaining or producing your assessabl
FY2024-25,2024-09-13,4bdf033e-3d82-415d-a035-9844b45fc505,Machined Abu Dhabiare,75.94,create website pages,Software,85,Section 8-1 ITAA 1997 - general deduction,75.94,Yes,No,95,"The transaction description 'create website pages' does not contain any evidence of technical uncertainty, systematic investigation, generation of new",No,No,Yes,Ensure invoice and proof of payment are retained. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2024-25,2024-10-16,81b4de1c-179b-4444-a0d0-7525cc857373,Jim's Bookkeeping Maryborough,130,Accounting and BAS,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,130,Yes,No,95,"The transaction relates to 'Accounting and BAS' services, which are standard business practices and do not involve R&D activities as defined under Div",No,No,Yes,Receipt from Jim's Bookkeeping Maryborough required to substantiate the expense.
FY2023-24,2023-07-07,5be99087-f57d-40c0-bd9a-45f0cbe28daf,Upwork,573.27,Visual video for CARSI,Marketing,90,Section 8-1 ITAA 1997 - general deduction,573.27,Yes,No,95,"The transaction description 'Visual video for CARSI' does not contain any evidence of technical uncertainty, systematic investigation, generation of n",No,No,Yes,
FY2023-24,2023-08-22,97cce522-368e-43a8-9c7c-07921d4479a0,Go Daddy,38.57,,Software,85,Section 8-1 ITAA 1997 - general deduction,38.57,Yes,No,95,"The transaction description 'from Go Daddy' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowle",No,No,Yes,
FY2023-24,2023-08-23,9a93de6f-d58a-47eb-94d9-15b97b2dd87a,ChatGPT,35.48,Order number: sub_1MoRsWC6h1nxGoI3nysj9D1d ,Software,75,Section 8-1 ITAA 1997 - general deduction,35.48,Yes,No,60,The transaction description 'from ChatGPT - Order number: sub_1MoRsWC6h1nxGoI3nysj9D1d' does not provide sufficient evidence to suggest that the payme,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 - general deduction allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying
FY2023-24,2023-08-24,780af5d8-244d-490c-9cac-e0cf575b4927,Primeau,9.99,,Unknown,50,Section 8-1 ITAA 1997 - general deduction,9.99,Yes,No,5,The transaction description 'from Primeau' provides no information to suggest that it relates to R&D activities as defined in Division 355 of the ITAA,No,No,Yes,
FY2024-25,2024-09-06,88a061a9-220a-4272-87ef-96bd869f681c,Pateron,8.44,,Marketing,70,Section 8-1 ITAA 1997 - general deduction,8.44,Yes,No,50,The transaction description 'from Pateron' does not provide any evidence of R&D activities as defined in Division 355 of ITAA 1997. There is no indica,No,No,Yes,Requires receipt to substantiate the expense. The expense is deductible under s 8-1 ITAA 1997 as it is incurred in gaining or producing assessable income or necessarily incurred in carrying on a busin
FY2023-24,2023-09-11,6a533ae2-977c-448b-97d1-4d1bdaba90e5,Mailchimp,32.36,,Marketing,95,Section 8-1 ITAA 1997 - general deduction,32.36,Yes,No,90,The transaction description 'from Mailchimp' does not provide any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is ,No,No,Yes,Deductible under s 8-1 ITAA 1997 as it is an expense incurred in gaining or producing assessable income. The transaction description 'from Mailchimp' indicates a marketing expense. Documentation (invo
FY2023-24,2023-09-20,b1d44bf3-aa9f-43b3-9eb0-2f4867635349,Upwork,546.88,Visual video for CARSI,Marketing,95,Section 8-1 ITAA 1997 - general deduction,546.88,Yes,No,90,"The transaction description 'Visual video for CARSI' does not provide any evidence of technical uncertainty, systematic investigation, generation of n",No,No,Yes,Ensure invoice from Upwork is retained as evidence of the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2023-24,2023-09-29,9a3806ad-9a21-445b-96d4-d5f73e77b426,Westpac,10,,Financial Services,90,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,100,"The transaction description 'from Westpac' does not contain any information to suggest that it is related to R&D activities. Therefore, it does not me",No,No,Yes,
FY2023-24,2023-09-29,af862aab-3bb3-41c3-a0f4-bceff77ec882,Westpac,15.92,,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,15.92,Yes,No,100,"The transaction description 'from Westpac' does not contain any information to suggest that it is related to R&D activities. Therefore, it does not me",No,No,Yes,
FY2023-24,2023-10-02,dd129378-c6cf-4485-a846-ef2173836eb7,Westpac,5,,Financial Services,90,Section 8-1 ITAA 1997 - general deduction,5,Yes,No,95,"The transaction description 'from Westpac' does not contain any information suggesting R&D activities. There is no evidence of technical uncertainty, ",No,No,Yes,
FY2023-24,2023-09-20,89643555-66aa-4583-8521-0186efb641a8,Zoom,24.63,,Software,95,Section 8-1 ITAA 1997 - general deduction,24.63,Yes,No,90,The transaction description 'from Zoom' does not provide any evidence of R&D activities. It appears to be a standard software subscription for communi,No,No,Yes,
FY2023-24,2023-09-29,e2ec8f0c-37d4-49f3-bf87-79e7f7a8a152,,1200,Bank Transfer from Westpac AU 034130305254.,Unknown,50,Unknown,0,No,No,5,The transaction description 'Bank Transfer from Westpac AU 034130305254' provides no information to suggest that this payment relates to any R&D activ,No,No,Yes,Requires further information to determine the nature of the expense and its deductibility. Need to determine the supplier and the purpose of the bank transfer.
FY2023-24,2023-10-02,0a100de1-6f7f-453b-8b89-10523a8f978a,,2000,Bank Transfer from Westpac AU 034130305254.,Unknown,50,Section 8-1 ITAA 1997 - general deduction,2000,Yes,No,20,The transaction description 'Bank Transfer from Westpac AU 034130305254' provides no information to suggest that it relates to R&D activities. There i,No,No,Yes,Requires documentation to determine the nature of the expense and its deductibility under s 8-1 ITAA 1997. The description 'Bank Transfer from Westpac AU 034130305254' is insufficient to determine ded
FY2023-24,2023-10-09,cafe048e-8520-4c23-b36a-ee3ac65dae5c,Fiverr,14.6,,Professional Services,70,Section 8-1 ITAA 1997 - general deduction,14.6,Yes,No,50,"The transaction description 'from Fiverr' lacks specific details indicating technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,Ensure invoice/receipt from Fiverr is retained as evidence of the expense. s 8-1 ITAA 1997 allows a deduction for losses and outgoings to the extent they are incurred in gaining or producing assessabl
FY2023-24,2023-10-18,3a20edf7-49ac-49d3-b191-209873c6ef00,PLANNERVID,43.91,,Software,70,Section 8-1 ITAA 1997 - general deduction,43.91,Yes,No,60,The transaction description 'from PLANNERVID' does not provide sufficient evidence to suggest that the expense relates to R&D activities as defined un,No,No,Yes,
FY2023-24,2023-10-18,4c8e9c18-c7bf-4cca-aac7-89e1f29c22fd,Google,0.62,,Software,70,Section 8-1 ITAA 1997 - general deduction,0.62,Yes,No,50,The transaction description 'from Google' is insufficient to determine if the expense relates to R&D activities. There is no indication of technical u,No,No,Yes,
FY2023-24,2023-10-23,3a1b8736-03f1-40b1-9170-8873e54d4567,,3000,Bank Transfer to Westpac AU 034130305246.,Financial Transaction,70,Unknown,0,No,No,50,The transaction description 'Bank Transfer to Westpac AU 034130305246' does not provide any information to suggest that it is related to R&D activitie,No,No,Yes,"Requires documentation to determine the nature of the payment. Without knowing the purpose of the bank transfer, it is impossible to assess deductibility or compliance implications."
FY2023-24,2023-09-15,ed899f74-44c3-4c6b-852d-d0142105b595,NITROPACKMIAMIUS,339.06,,Software,70,Section 8-1 ITAA 1997 - general deduction,339.06,Yes,No,60,The transaction description 'from NITROPACKMIAMIUS' does not provide any evidence of R&D activities as defined in Division 355 of the ITAA 1997. There,No,No,Yes,
FY2023-24,2023-09-22,823c2cb1-ba30-4aa1-a40e-5f327e136f00,PADDLE.NET,17.74,,Software,70,Section 8-1 ITAA 1997 - general deduction,17.74,Yes,No,60,The transaction description 'from PADDLE.NET' does not provide sufficient evidence to suggest that the expense relates to R&D activities as defined un,No,No,Yes,
FY2023-24,2023-11-13,cc9c77b6-b810-4dd2-a1c1-633f51dcfbd3,Westpac,10.61,,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10.61,Yes,No,100,"The transaction description 'from Westpac' does not contain any information suggesting R&D activities. Therefore, it does not meet the criteria for Di",No,No,Yes,
FY2023-24,2023-11-16,ce41cc6a-ae2b-4063-b163-8450db583dff,,2500,Bank Transfer to Westpac AU 034130305246.,Financial Services,60,Section 8-1 ITAA 1997 - general deduction,2500,Yes,No,5,The transaction description 'Bank Transfer to Westpac AU 034130305246' does not provide any information to suggest that it is related to R&D activitie,No,No,Yes,Requires documentation to determine the nature of the payment to Westpac and its deductibility under s 8-1 ITAA 1997. The description 'Bank Transfer to Westpac AU 034130305246' is insufficient to dete
FY2023-24,2023-11-21,b35b8baa-efbc-4194-8cb5-941d4d83d5c9,Jim's Bookkeeping Maryborough,162.5,Monthly account keeping - September/October/November,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,162.5,Yes,No,95,"The transaction relates to monthly account keeping, which is a routine business activity and does not involve R&D activities as defined under Division",No,No,Yes,Ensure invoice and payment records are retained as evidence of the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2023-24,2023-12-29,1b8ed351-d7d5-4c6e-9770-12dc3d649604,Westpac,0.05,,Bank Fees,95,Section 8-1 ITAA 1997 - general deduction,0.05,Yes,No,90,The transaction description 'from Westpac' and the amount of $0.05 do not provide any indication of R&D activities. There is no evidence of technical ,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2023-24,2023-10-20,d4de44a4-28ec-4f62-832f-e0c3d11b9357,Canva,80,,Software,75,Section 8-1 ITAA 1997 - general deduction,80,Yes,No,95,"The transaction description 'from Canva' does not provide any evidence of technical uncertainty, systematic investigation, generation of new knowledge",No,No,Yes,
FY2023-24,2023-10-23,c8f42088-e0ca-43f7-97a1-b6bab4817627,ChatGPT,35.99,Order number: sub_1MoRsWC6h1nxGoI3nysj9D1d ,Software,70,Section 8-1 ITAA 1997 - general deduction,35.99,Yes,No,60,The transaction description 'from ChatGPT - Order number: sub_1MoRsWC6h1nxGoI3nysj9D1d' does not provide sufficient evidence to suggest that the payme,No,No,Yes,
FY2023-24,2023-07-04,25958103-07b8-4128-a37e-521a155a237c,Jim's Bookkeeping Maryborough,16.25,Monthly account keeping - June,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,16.25,Yes,No,95,The transaction relates to 'Monthly account keeping - June'. This is a routine bookkeeping service and does not involve any R&D activities as defined ,No,No,Yes,
FY2024-25,2024-07-01,f9ec427e-271e-44b0-be67-e6efd7f53fb3,Disaster Recovery,5000,,IT Services,75,Section 8-1 ITAA 1997 - general deduction,5000,Yes,No,95,"The transaction description 'from Disaster Recovery' does not contain any evidence of technical uncertainty, systematic investigation, generation of n",No,No,Yes,"Ensure adequate documentation (contract, invoice) is retained to support the expense. The expense is deductible under s 8-1 ITAA 1997 as it is incurred in gaining or producing assessable income or nec"
